housing_address,housing_room_count,housing_type,housing_price,housing_selling_method,housing_seller_agency,housing_date_sold,housing_cbd_distance,housing_bedroom_count,housing_bathroom_count,housing_garage_count,housing_land_size,housing_building_area,housing_year_built,housing_lattitude,housing_longitude,suburb_id
1 Nebel St,3,h,685500.0,S,HAR,3/09/2017,16.3,3.0,1.0,1.0,551.0,,,-37.66613,145.01346999999996,183
2/9 Havelock St,3,t,722000.0,S,Biggin,3/09/2017,6.4,3.0,2.0,2.0,147.0,125.0,2015.0,-37.78538,144.87958999999995,64
3 Carmelo Av,3,h,1430000.0,S,Buxton,3/09/2017,8.4,3.0,1.0,1.0,641.0,,,-37.87811,145.07778000000005,66
6 Adori Pl,3,h,983000.0,S,Biggin,3/09/2017,4.3,3.0,2.0,2.0,359.0,185.0,2008.0,-37.78606,144.88459,67
31 Buchan St,4,h,560000.0,S,Stockdale,3/09/2017,17.4,4.0,3.0,2.0,572.0,,,-37.65465,144.92182,266
9 Hibiscus Cl,3,h,482000.0,S,Nelson,3/09/2017,17.4,3.0,2.0,2.0,452.0,140.0,1992.0,-37.64023,144.91398999999996,266
1 Carina Dr,5,h,460000.0,S,hockingstuart,3/09/2017,31.7,5.0,2.0,2.0,590.0,,,-37.68217,144.56926,185
20 Perry Cl,3,h,430000.0,S,hockingstuart,3/09/2017,31.7,3.0,1.0,2.0,583.0,103.0,1980.0,-37.68146,144.57106000000005,185
30 Borrowdale Rd,3,h,438000.0,S,YPA,3/09/2017,31.7,3.0,2.0,2.0,575.0,172.0,2016.0,-37.66745,144.55857,237
14 Glengala Ct,4,h,900000.0,PI,Hodges,3/09/2017,20.0,4.0,2.0,2.0,530.0,216.0,1980.0,-37.98368,145.09237,238
9 Glengala Ct,3,h,960500.0,S,Buxton,3/09/2017,20.0,3.0,2.0,2.0,535.0,132.0,1985.0,-37.98329,145.0918,238
108 Oak Av,3,t,840000.0,S,Obrien,3/09/2017,20.0,3.0,2.0,2.0,163.0,154.0,2012.0,-37.97459,145.06937,238
86 Waverley St,3,h,1210000.0,PI,Sweeney,3/09/2017,6.2,3.0,2.0,0.0,411.0,114.0,1915.0,-37.76285,144.90575,71
38 Wilson St,4,h,1450000.0,S,Nelson,3/09/2017,6.2,4.0,2.0,3.0,465.0,,,-37.76306,144.92851000000005,71
2 Marrbridge Rd,4,h,1188000.0,S,Ray,3/09/2017,14.3,4.0,2.0,2.0,595.0,,,-37.94253,145.05911,72
13 Montgomery St,2,h,1300000.0,VB,Buxton,3/09/2017,21.5,2.0,1.0,2.0,502.0,,,-38.00663,145.08491999999995,190
12 Beverley Gr,3,h,1800000.0,PI,McGrath,3/09/2017,14.2,3.0,2.0,2.0,786.0,,,-37.87834,145.12131000000005,191
3 Doull Ct,3,t,650000.0,S,Ray,3/09/2017,18.8,3.0,2.0,1.0,145.0,129.0,2015.0,-37.93211,145.18955,240
63 Haverbrack Dr,4,h,1105000.0,S,Ray,3/09/2017,18.8,4.0,3.0,2.0,650.0,224.0,1985.0,-37.92979,145.2036,240
11 Collingwood Rd,4,h,1180000.0,PI,Williams,3/09/2017,6.2,4.0,1.0,,545.0,,,-37.84399000000001,144.89125,73
88 Maddox Rd,4,t,940000.0,SP,Greg,3/09/2017,6.2,4.0,2.0,2.0,510.0,196.0,2016.0,-37.84815,144.86866,73
40 Hotham Rd,2,h,1370000.0,S,Frank,3/09/2017,10.4,2.0,1.0,0.0,650.0,,,-37.73612,144.88474,74
60 Muriel St,5,h,1215000.0,S,Nelson,3/09/2017,10.4,5.0,2.0,2.0,647.0,,,-37.74269,144.88607,74
36 Shaw St,2,h,1300000.0,PI,Barry,3/09/2017,10.4,2.0,1.0,1.0,650.0,380.0,2016.0,-37.74016,144.88805,74
181 Abbotsford St,2,h,1100000.0,PI,Nelson,3/09/2017,1.8,2.0,1.0,0.0,129.0,,1880.0,-37.80318,144.94513,75
31 Cobden St,3,h,1425000.0,S,Nelson,3/09/2017,1.8,3.0,1.0,3.0,163.0,,,-37.80452,144.95718,75
60 Shiel St,3,h,1550000.0,S,Nelson,3/09/2017,1.8,3.0,2.0,1.0,173.0,,,-37.79614,144.94248000000005,75
28 Plant St,2,h,1386000.0,S,Love,3/09/2017,5.3,2.0,1.0,0.0,270.0,,,-37.77816,144.99995,76
38 Whalley St,4,h,1700000.0,S,McGrath,3/09/2017,5.3,4.0,3.0,4.0,422.0,,,-37.76969,145.00718,76
3 Ford Av,4,h,1150000.0,VB,Woodards,3/09/2017,12.3,4.0,2.0,2.0,1060.0,175.0,1940.0,-37.9073,145.0962,130
10 Talbot Av,3,h,1140000.0,PI,Buxton,3/09/2017,15.5,3.0,1.0,4.0,697.0,,,-37.92021,145.10442,78
26 Thompson St,5,h,2110000.0,PI,Marshall,3/09/2017,11.4,5.0,3.0,4.0,664.0,245.0,1980.0,-37.90422,145.02827,125
2 Kershaw St,4,h,1320000.0,S,Hodges,3/09/2017,21.5,4.0,2.0,5.0,600.0,179.0,1950.0,-37.99806,145.08829,195
8/410 Nepean Hwy,2,u,672000.0,S,Hodges,3/09/2017,21.5,2.0,1.0,1.0,158.0,,,-37.99515,145.08222,195
3/43 Danin St,3,t,676000.0,S,Brad,3/09/2017,8.5,3.0,2.0,2.0,122.0,108.0,2012.0,-37.72304000000001,144.92864,80
5/14 Devon Rd,2,t,500000.0,VB,Nelson,3/09/2017,8.5,2.0,2.0,1.0,74.0,,2011.0,-37.72184,144.92969,80
52 Prospect St,3,h,1010000.0,S,Jellis,3/09/2017,8.5,3.0,1.0,2.0,673.0,,1970.0,-37.72777,144.9339,80
33 Snell Gr,4,h,1375000.0,VB,Nelson,3/09/2017,8.5,4.0,2.0,2.0,1031.0,,,-37.71746,144.92955,80
114 Fongeo Dr,3,h,540000.0,S,Barry,3/09/2017,14.7,3.0,2.0,2.0,353.0,135.0,2011.0,-37.9105,144.73457,196
711/101 Bay St,2,u,820000.0,SP,Chisholm,3/09/2017,3.5,2.0,2.0,2.0,4604.0,,,-37.84079000000001,144.94002,81
333 Princes St,3,h,1764000.0,S,Buxton,3/09/2017,3.5,3.0,2.0,,131.0,133.0,1900.0,-37.83509,144.94224,81
297 Ross St,4,h,2625000.0,PI,Marshall,3/09/2017,3.5,4.0,3.0,2.0,202.0,,,-37.83247,144.94212,81
13 Bowen St,2,h,1400000.0,PI,hockingstuart,3/09/2017,4.6,2.0,1.0,0.0,212.0,,,-37.85491,145.00373000000005,82
11 Asquith St,4,h,750000.0,VB,Stockdale,3/09/2017,12.0,4.0,1.0,6.0,953.0,,,-37.69693,145.0079,84
1 Cameron St,3,h,861000.0,S,Stockdale,3/09/2017,12.0,3.0,2.0,3.0,488.0,135.0,1950.0,-37.72747,145.00035,84
39 Crevelli St,3,h,612500.0,S,Stockdale,3/09/2017,12.0,3.0,1.0,1.0,170.0,128.0,1950.0,-37.72924,145.02981,84
98 Crookston Rd,3,h,906000.0,S,Barry,3/09/2017,12.0,3.0,1.0,2.0,741.0,,,-37.70931,145.01434,84
21 Hughes Pde,3,h,758000.0,S,Barry,3/09/2017,12.0,3.0,1.0,2.0,558.0,,,-37.69968,145.0054,84
79 North Rd,4,h,900000.0,SP,RW,3/09/2017,12.0,4.0,1.0,4.0,646.0,119.0,1950.0,-37.72328,145.01862,84
165 Spring St,2,h,762000.0,S,Nelson,3/09/2017,12.0,2.0,1.0,1.0,556.0,,,-37.72422,145.00141000000005,84
168 Mary St,4,h,2368000.0,S,Jellis,3/09/2017,2.4,4.0,1.0,3.0,390.0,,,-37.82483,145.00111,85
5 Maidstone St,3,h,1120000.0,S,Max,3/09/2017,19.9,3.0,1.0,2.0,669.0,106.0,1960.0,-37.82136,145.22496999999996,241
16 Sandover Dr,4,h,570000.0,S,Raine,3/09/2017,20.6,4.0,2.0,2.0,504.0,0.0,2000.0,-37.61419,144.93448,242
23 Wheatley Av,3,h,515000.0,S,Barry,3/09/2017,20.6,3.0,2.0,2.0,532.0,,2000.0,-37.62554,144.92006,242
303 Park St,2,h,1137000.0,S,hockingstuart,3/09/2017,1.9,2.0,1.0,,126.0,79.0,,-37.83704,144.95606,88
2/66 Walsh St,2,u,860000.0,PI,Williams,3/09/2017,2.7,2.0,1.0,1.0,644.0,,,-37.83652,144.98522,89
15 Maple St,4,h,1080000.0,S,iSell,3/09/2017,20.8,4.0,2.0,3.0,795.0,,,-37.9484,145.15663,204
25C MacKay St,4,h,850000.0,SP,Biggin,3/09/2017,22.2,4.0,2.0,2.0,584.0,,,-37.97291,145.15334,303
8 Ipswich St,3,h,645000.0,S,Sweeney,3/09/2017,14.0,3.0,1.0,0.0,539.0,138.0,1960.0,-37.74845,144.8144,205
187 Mascoma St,3,h,1280000.0,PI,Considine,3/09/2017,8.2,3.0,3.0,2.0,571.0,302.0,1960.0,-37.71965,144.90831,93
20 Brett Ct,4,h,570000.0,S,Barry,3/09/2017,31.7,4.0,2.0,2.0,693.0,174.0,1995.0,-37.57029,144.71163,206
43 Lister Cr,4,h,540000.0,S,YPA,3/09/2017,31.7,4.0,2.0,2.0,650.0,161.0,1995.0,-37.56284,144.71187,206
35 Oxley St,3,h,482000.0,S,Barry,3/09/2017,31.7,3.0,2.0,4.0,664.0,138.0,1975.0,-37.58196,144.71066000000005,206
25 Vaughan St,3,h,662000.0,S,Brad,3/09/2017,31.7,3.0,1.0,2.0,1050.0,,,-37.58319,144.73685,206
42 Cary St,4,h,640000.0,S,YPA,3/09/2017,10.5,4.0,1.0,1.0,123.0,,,-37.76899,144.82525,95
93 Cumberland St,2,h,732500.0,S,Douglas,3/09/2017,10.5,2.0,1.0,3.0,630.0,,,-37.76701,144.84444,95
10 Mayne St,3,h,713500.0,S,Douglas,3/09/2017,10.5,3.0,1.0,2.0,520.0,131.0,1968.0,-37.79128,144.82362,96
6 Pukaki Ct,3,h,705000.0,S,Barry,3/09/2017,15.5,3.0,2.0,1.0,677.0,138.0,1980.0,-37.71254,144.80836000000005,209
316 Rossmoyne St,3,h,1375000.0,S,McGrath,3/09/2017,7.0,4.0,2.0,3.0,530.0,145.0,1950.0,-37.75968,145.02305,99
19/337 Station St,3,t,900000.0,VB,Jellis,3/09/2017,7.0,3.0,2.0,2.0,120.0,0.0,2000.0,-37.76343,145.02096,99
231 Melrose Dr,3,h,782000.0,S,Jason,3/09/2017,12.9,3.0,2.0,6.0,650.0,,,-37.6966,144.87746,213
21 Webb St,4,h,1420000.0,S,Fletchers,3/09/2017,21.1,4.0,3.0,2.0,1209.0,,,-37.7396,145.22218999999996,246
4 Albany Ct,4,h,630000.0,S,hockingstuart,3/09/2017,14.7,4.0,2.0,2.0,720.0,163.0,2001.0,-37.87215,144.65608,217
52 Parramatta Rd,4,h,490500.0,S,Barry,3/09/2017,14.7,4.0,2.0,2.0,586.0,,,-37.88639000000001,144.6555,217
7 Thompson Ct,3,h,510000.0,S,McNaughton,3/09/2017,14.7,3.0,1.0,1.0,614.0,123.0,1970.0,-37.89152,144.68345,217
37 Park Av,3,h,660000.0,PI,Sweeney,3/09/2017,6.4,3.0,2.0,2.0,134.0,,,-37.80782,144.86586,126
34 Miller St,3,h,1460000.0,S,Cayzer,3/09/2017,3.1,3.0,1.0,1.0,219.0,,,-37.80557,144.94648999999995,103
16 Belinda Cr,4,h,1223000.0,S,Harcourts,3/09/2017,16.7,4.0,3.0,2.0,872.0,,,-37.90248,145.187,248
3 Cotoneaster Ct,3,h,950000.0,S,Ray,3/09/2017,16.7,3.0,2.0,3.0,654.0,,,-37.91101,145.17293,248
17 Highwood Dr,5,h,1206000.0,S,Fletchers,3/09/2017,16.7,5.0,2.0,2.0,784.0,,,-37.89856,145.17682,248
6 The Woodland,4,h,1678000.0,S,Harcourts,3/09/2017,16.7,4.0,2.0,2.0,943.0,,,-37.90306,145.18171,248
48 Smith Av,4,h,1630000.0,S,Williams,3/09/2017,6.8,4.0,3.0,2.0,400.0,,,-37.86338,144.88322,104
20 Atkinson Cl,3,t,1525000.0,PI,Marshall,3/09/2017,4.6,3.0,2.0,2.0,150.0,,,-37.8567,144.99665,106
54 Sussex St,3,h,890000.0,VB,Jas,3/09/2017,6.3,3.0,1.0,,338.0,123.0,1906.0,-37.8195,144.88908,108
1A Aberfeldie St,3,h,1195000.0,S,Nelson,9/09/2017,7.5,3.0,2.0,2.0,381.0,,,-37.75629,144.90626,109
34 Green St,3,h,1000001.0,S,Nelson,9/09/2017,10.4,3.0,2.0,1.0,697.0,163.0,2017.0,-37.72812,144.88735,1
78 Hawker St,3,h,1064000.0,S,Barry,9/09/2017,10.4,3.0,1.0,1.0,767.0,,,-37.7218,144.88391,1
1/2 Dubbo St,3,u,675000.0,S,Sweeney,9/09/2017,10.5,3.0,1.0,1.0,284.0,,,-37.77933,144.81679,127
77A Fulham Rd,3,h,1170000.0,S,Jellis,9/09/2017,5.7,3.0,1.0,1.0,268.0,126.0,1994.0,-37.7753,145.0267,3
7/35 Grieve Pde,2,u,458000.0,SP,hockingstuart,9/09/2017,11.0,2.0,1.0,1.0,63.0,75.0,1975.0,-37.86933,144.81704,4
18 Ascot St,3,h,870000.0,PI,Nelson,9/09/2017,4.3,3.0,2.0,3.0,388.0,92.0,1950.0,-37.7822,144.92042,7
1/37 Ascot Vale Rd,3,u,870000.0,SP,Jellis,9/09/2017,4.3,3.0,2.0,1.0,3215.0,178.0,1900.0,-37.78344,144.92183,7
21 Ambon St,4,h,1550000.0,S,Jellis,9/09/2017,10.2,4.0,2.0,2.0,670.0,,,-37.87042,145.08099,8
58 Station St,3,h,780000.0,PI,Ray,9/09/2017,21.5,3.0,1.0,2.0,292.0,91.0,1955.0,-38.01908,145.09702,274
13 Bianca Dr,3,h,880000.0,SP,Ray,9/09/2017,21.5,3.0,2.0,1.0,588.0,,,-38.01909000000001,145.1125,290
2 Herod Pl,3,h,640000.0,SP,YPA,9/09/2017,16.5,3.0,2.0,2.0,607.0,,,-37.67379,144.89826000000005,309
7 Relowe Cr,5,h,2750000.0,VB,hockingstuart,9/09/2017,7.9,5.0,5.0,2.0,1235.0,397.0,2016.0,-37.80563,145.10304,12
286 Balwyn Rd,4,h,1950000.0,S,Fletchers,9/09/2017,9.7,4.0,3.0,1.0,747.0,,,-37.79609,145.08478,13
2 Lynne Ct,4,h,2000000.0,VB,Jellis,9/09/2017,9.7,4.0,2.0,5.0,700.0,300.0,2007.0,-37.78971,145.09546,13
8 Kite Av,4,h,900000.0,S,One,9/09/2017,23.2,4.0,2.0,2.0,656.0,193.0,1975.0,-37.82778,145.28958,143
4 High St,3,h,1750000.0,SP,Buxton,9/09/2017,17.3,3.0,2.0,2.0,782.0,,,-37.99007,145.03588,144
7 McNamara St,3,h,1354000.0,S,Ray,9/09/2017,17.3,3.0,1.0,2.0,612.0,124.0,1950.0,-37.97289,145.05078999999995,144
17 Ardwick St,3,h,1532000.0,S,Greg,9/09/2017,11.4,3.0,1.0,2.0,628.0,,,-37.92716,145.03778,14
192 Tucker Rd,4,h,2151000.0,S,Buxton,9/09/2017,11.4,4.0,3.0,2.0,811.0,,1975.0,-37.91637,145.05177,14
1 Hornby St,4,h,1720000.0,S,Ray,9/09/2017,17.3,4.0,2.0,2.0,659.0,,1950.0,-37.97951,145.02515,222
18 Iluka St,4,h,2000000.0,S,Chisholm,9/09/2017,17.3,4.0,2.0,4.0,823.0,,,-37.9757,145.02535,222
2 Goodwin St,3,h,1390000.0,S,Fletchers,9/09/2017,13.4,3.0,2.0,3.0,698.0,194.0,1945.0,-37.81231,145.1642,223
51 Joseph St,4,h,1151000.0,SP,Ray,9/09/2017,13.4,4.0,2.0,2.0,923.0,,,-37.80096,145.1488,224
9 Middleton St,3,h,834500.0,S,S&L,9/09/2017,8.6,3.0,1.0,4.0,685.0,,,-37.78481,144.8623,17
29 Dunn St,3,h,649000.0,S,YPA,9/09/2017,14.0,3.0,1.0,1.0,656.0,,,-37.69103,144.91857,148
55 Stanhope St,4,h,753000.0,S,Barry,9/09/2017,14.0,4.0,1.0,2.0,696.0,,,-37.68563,144.92998,148
378 Albion St,3,h,875000.0,VB,Nelson,9/09/2017,5.2,3.0,1.0,1.0,275.0,106.0,1910.0,-37.75918,144.94829,21
47 Everett St,4,h,1250000.0,VB,Nelson,9/09/2017,5.2,4.0,2.0,2.0,600.0,180.0,2004.0,-37.75465,144.94144,21
13 Zeal St,2,h,1225000.0,SP,Walshe,9/09/2017,5.2,2.0,1.0,2.0,501.0,495.0,1930.0,-37.75772,144.94349,21
41 Estelle St,3,h,980000.0,PI,Barry,9/09/2017,10.8,3.0,2.0,1.0,573.0,161.0,1970.0,-37.77892,145.09281,22
36 Ormond Bvd,4,h,758000.0,S,Ray,9/09/2017,12.1,4.0,3.0,2.0,331.0,331.0,2010.0,-37.67998,145.07345,149
15 Wattlebird Ct,4,h,1750000.0,S,Fletchers,9/09/2017,10.4,4.0,2.0,4.0,514.0,258.0,2000.0,-37.84248,145.10181,23
17 McGregor St,4,h,3130000.0,S,Jellis,9/09/2017,8.4,4.0,2.0,2.0,618.0,,,-37.82875,145.08403,25
87 Palmerston St,3,h,1263000.0,S,Harrington,9/09/2017,1.6,3.0,1.0,1.0,110.0,128.0,1880.0,-37.79667,144.97204,114
81 Princes St,2,h,800000.0,VB,Woodards,9/09/2017,1.6,2.0,1.0,,117.0,,,-37.79294,144.97283000000004,114
782 Lygon St,2,h,1065000.0,S,Nelson,9/09/2017,3.5,2.0,1.0,,4025.0,,,-37.78791,144.96938,26
125 Newry St,2,h,950000.0,VB,Nelson,9/09/2017,3.5,2.0,1.0,,97.0,,,-37.7899,144.97111999999996,26
2 Barclay Dr,3,h,948000.0,S,O'Brien,9/09/2017,17.9,3.0,1.0,2.0,570.0,,,-37.96258,145.08038,154
12 Bond St,3,h,850000.0,S,C21,9/09/2017,17.5,3.0,1.0,2.0,613.0,,,-37.93086,145.11073000000005,252
15 Byron St,3,h,985000.0,SP,Buxton,9/09/2017,17.5,3.0,1.0,2.0,674.0,98.0,1950.0,-37.93539000000001,145.11986000000005,252
695 Heatherton Rd,3,h,1250500.0,S,C21,9/09/2017,17.5,3.0,1.0,2.0,1226.0,,,-37.95988,145.13279,252
8 Narrumburn Rd,3,h,805000.0,S,C21,9/09/2017,17.5,3.0,1.0,1.0,539.0,,,-37.94128,145.11406000000005,252
21 Gordon St,2,h,1320000.0,S,Collins,9/09/2017,3.6,2.0,1.0,1.0,191.0,,1890.0,-37.79158,144.99586000000005,32
41 Glengyle St,3,h,1326000.0,S,Nelson,9/09/2017,6.7,3.0,1.0,2.0,524.0,,,-37.75392,144.97468999999995,33
26/125 Oxford St,2,u,1250000.0,SP,Jellis,9/09/2017,2.0,2.0,2.0,2.0,909.0,,,-37.80236,144.98481999999996,35
11 Abercarn Av,4,h,595000.0,S,YPA,9/09/2017,20.6,4.0,1.0,0.0,641.0,110.0,1990.0,-37.61114,144.93683,155
22 Cubitt St,2,h,1200000.0,SP,Jellis,9/09/2017,2.4,2.0,1.0,,160.0,,,-37.82647,144.99264,132
37 Lee St,3,h,589000.0,S,hockingstuart,9/09/2017,14.8,3.0,2.0,2.0,544.0,125.0,1996.0,-37.7687,144.75833,263
7 Bateman Cl,3,h,630000.0,PI,FN,9/09/2017,14.7,3.0,2.0,2.0,504.0,,,-37.79691,144.7669,278
2 Bishop Av,4,h,745000.0,S,Mason,9/09/2017,21.8,4.0,2.0,2.0,767.0,,,-37.67515,145.1655,160
1A Shelford Gr,4,h,952000.0,S,Buxton,9/09/2017,22.2,4.0,2.0,3.0,681.0,168.0,1970.0,-37.98145,145.12833999999995,161
6 Margot Av,4,h,1255000.0,S,Ray,9/09/2017,12.4,4.0,2.0,1.0,670.0,,,-37.77109,145.1338,36
4 Tudor Rd,5,h,1540500.0,S,Jellis,9/09/2017,12.4,5.0,2.0,2.0,726.0,,,-37.78133,145.10833,36
41 Highfield Rd,3,h,1209000.0,S,Ray,9/09/2017,14.3,3.0,1.0,2.0,635.0,,,-37.78649,145.16773999999995,162
10 Leura St,5,h,1730000.0,S,Jellis,9/09/2017,14.3,5.0,2.0,2.0,746.0,,,-37.78658,145.16086,162
2 Raven St,5,h,1510000.0,SP,Ray,9/09/2017,14.3,5.0,2.0,3.0,677.0,,,-37.79348,145.15241,162
345 Serpells Rd,4,h,1600000.0,S,Barry,9/09/2017,14.3,4.0,3.0,2.0,878.0,306.0,1970.0,-37.76888,145.17044,162
1a Chippewa Av,2,u,718500.0,S,Philip,9/09/2017,16.1,2.0,1.0,1.0,255.0,,,-37.80528,145.19057,163
8 Bower Wy,3,h,481000.0,S,Mason,9/09/2017,25.9,3.0,2.0,1.0,359.0,150.0,2011.0,-37.5875,145.11883999999995,164
1/44 Arthur St,2,u,566000.0,S,Buckingham,9/09/2017,18.0,2.0,1.0,1.0,845.0,,,-37.71513,145.15323999999995,165
15 Marian Ct,4,h,950000.0,PI,Buckingham,9/09/2017,18.0,4.0,2.0,2.0,651.0,198.0,1990.0,-37.68739,145.14437,264
9 Mason Av,3,h,1400000.0,VB,Marshall,9/09/2017,7.2,3.0,2.0,,225.0,122.0,1890.0,-37.87614,144.99081,39
23 Moore St,2,h,1450000.0,S,McGrath,9/09/2017,7.2,2.0,2.0,,213.0,,,-37.87816,144.99069,39
7/12 Kirkland Ct,3,h,375000.0,SP,RW,9/09/2017,19.6,3.0,1.0,1.0,167.0,,2011.0,-37.63011,145.02936,166
11 Northumberland Dr,3,h,641000.0,S,Barry,9/09/2017,19.6,3.0,2.0,2.0,535.0,148.0,1970.0,-37.64372,145.03761,166
10/81 Rufus St,2,u,291000.0,S,HAR,9/09/2017,19.6,2.0,1.0,1.0,161.0,,,-37.64888,145.02313,166
20 Butler St,3,h,993000.0,S,Nelson,9/09/2017,7.5,3.0,2.0,2.0,595.0,169.0,,-37.74635,144.9229,40
24 Greenaway Dr,4,h,820000.0,S,Ray,9/09/2017,24.8,4.0,2.0,2.0,728.0,,1970.0,-37.88393,145.26225,230
4 Parklands Cl,3,h,797000.0,S,Schroeder,9/09/2017,24.8,3.0,2.0,1.0,626.0,145.0,1995.0,-37.89555,145.27625,230
101 Kerr St,3,h,1750000.0,VB,Jellis,9/09/2017,2.1,3.0,1.0,,152.0,,,-37.79662,144.9791,43
127 Princes St,3,h,820000.0,PI,Jellis,9/09/2017,3.4,3.0,1.0,0.0,185.0,98.0,1900.0,-37.78449000000001,144.93482,45
37 Waltham St,2,h,1225000.0,S,Jellis,9/09/2017,3.4,2.0,1.0,1.0,150.0,96.0,1890.0,-37.78363,144.92997,45
27 Summerhill Rd,2,h,800000.0,VB,hockingstuart,9/09/2017,5.1,2.0,1.0,2.0,353.0,123.0,1930.0,-37.79047,144.88289,46
7 Orrong Av,3,h,1010000.0,S,Ray,9/09/2017,38.0,3.0,2.0,2.0,306.0,125.0,1970.0,-38.1386,145.12142,168
24 Sycamore Rd,4,h,830000.0,SP,Ray,9/09/2017,38.0,4.0,1.0,4.0,600.0,158.0,1985.0,-38.16475,145.1345,170
15 Morilla Ct,3,h,690000.0,VB,Raine,9/09/2017,45.9,3.0,2.0,2.0,2189.0,,,-37.50624000000001,144.58133999999995,171
204 Panorama Dr,4,h,780000.0,S,Raine,9/09/2017,45.9,4.0,3.0,2.0,20200.0,189.0,1985.0,-37.49674,144.62618,171
8 Conifer Cl,3,h,660000.0,S,Barry,9/09/2017,12.9,3.0,1.0,3.0,467.0,,,-37.69271,144.891,172
7 Dudley Ct,3,h,625000.0,SP,Barry,9/09/2017,12.9,3.0,2.0,4.0,578.0,,,-37.68899,144.88273,172
38 Allison Av,3,h,2200000.0,S,Marshall,9/09/2017,7.3,3.0,2.0,2.0,705.0,158.0,1935.0,-37.86578,145.06886,47
6 Audrey Cr,5,h,3000000.0,VB,Jellis,9/09/2017,7.3,5.0,3.0,2.0,775.0,,,-37.85855,145.07775,47
10 Howard St,4,h,3200000.0,S,Marshall,9/09/2017,7.3,4.0,3.0,2.0,858.0,,1980.0,-37.85557,145.06534,47
1/16 Osborne Av,2,t,965000.0,S,hockingstuart,9/09/2017,7.3,2.0,2.0,1.0,704.0,,,-37.85698,145.04686,47
16 Clematis St,4,h,1790000.0,S,Harcourts,9/09/2017,16.7,4.0,2.0,2.0,742.0,164.0,1970.0,-37.87738,145.18083,231
9 Dorset St,4,t,1170000.0,S,Ray,9/09/2017,16.7,4.0,3.0,2.0,725.0,,1936.0,-37.89868,145.14635,231
31 Hampstead Cr,4,h,1320000.0,PI,Barry,9/09/2017,16.7,4.0,2.0,5.0,1021.0,,,-37.90317,145.16607,231
94 Herriotts Bvd,5,h,1320000.0,S,hockingstuart,9/09/2017,16.7,5.0,3.0,3.0,478.0,,,-37.89891,145.15341,231
6 Melrose Ct,4,h,1152000.0,S,Harcourts,9/09/2017,16.7,4.0,2.0,2.0,734.0,,,-37.87432,145.18766000000005,231
1 Granville St,3,h,932000.0,S,Stockdale,9/09/2017,11.2,3.0,1.0,1.0,639.0,,,-37.70234,144.92123,48
56 Maude Av,2,h,605000.0,S,Nelson,9/09/2017,11.2,2.0,1.0,2.0,378.0,92.0,1955.0,-37.70175,144.93578,48
39 Scotland Av,5,h,1000000.0,VB,Nelson,9/09/2017,16.1,5.0,2.0,2.0,900.0,192.0,1955.0,-37.7008,145.09974,173
6 Epping St,3,h,750000.0,VB,Barry,9/09/2017,11.2,3.0,1.0,3.0,665.0,104.0,1970.0,-37.70444000000001,144.95273999999995,50
14 Kanowna St,3,h,1850000.0,VB,McGrath,9/09/2017,13.8,3.0,1.0,2.0,697.0,,,-37.94435,145.00927,51
1B Simpson Pl,3,h,1670000.0,PI,Kay,9/09/2017,5.3,3.0,3.0,2.0,107.0,,,-37.81753,145.01988,53
2 Homebush Cr,3,h,2710000.0,S,Kay,9/09/2017,6.2,3.0,1.0,3.0,615.0,,,-37.82425,145.05552,118
4 Invermay Gr,3,h,1768000.0,S,Abercromby's,9/09/2017,6.2,3.0,2.0,2.0,304.0,,,-37.83277,145.04373,118
5 Marden Pl,4,h,1165000.0,S,Ray,9/09/2017,21.3,4.0,2.0,2.0,442.0,207.0,2016.0,-37.82507,145.24058,233
19 Portsmouth St,4,h,920000.0,SP,Fletchers,9/09/2017,21.3,4.0,2.0,2.0,655.0,,,-37.83481,145.23238999999995,233
25 Westmore Dr,5,h,932000.0,S,RW,9/09/2017,21.3,5.0,2.0,2.0,543.0,200.0,1980.0,-37.83145,145.22826,233
42 Swanston St,3,h,811000.0,S,Miles,9/09/2017,8.8,3.0,1.0,1.0,586.0,,,-37.73799,145.0522,54
14 Ashwood Av,4,h,1550000.0,PI,Charlton,9/09/2017,16.0,4.0,2.0,2.0,613.0,187.0,1960.0,-37.94957,145.0246,176
35 Bedingham Dr,4,h,805000.0,S,Barry,9/09/2017,18.0,4.0,3.0,2.0,970.0,,,-37.69144,144.74643,177
22 Claremont Cr,3,h,510000.0,S,Reliance,9/09/2017,18.4,3.0,1.0,2.0,600.0,129.0,1975.0,-37.8835,144.68447,234
3 Milton Wy,3,h,600000.0,S,Mason,9/09/2017,26.1,3.0,2.0,,785.0,,,-37.637,145.20166,295
46 McArthur Rd,3,h,1535000.0,S,Nelson,9/09/2017,7.8,3.0,2.0,1.0,697.0,128.0,1930.0,-37.77536,145.06295,120
10 Melville Cl,3,h,678500.0,S,Daniel,9/09/2017,14.5,3.0,1.0,2.0,539.0,104.0,1975.0,-37.71296,144.82223,265
2 Ajax Cl,4,h,720000.0,S,Brad,9/09/2017,15.5,4.0,2.0,2.0,660.0,177.0,1985.0,-37.72086,144.79399999999995,179
20 College Pde,4,h,1210000.0,S,Nelson,9/09/2017,11.7,4.0,4.0,3.0,429.0,,,-37.74872,144.87558,59
11 David Av,4,h,1188000.0,S,Nelson,9/09/2017,11.7,4.0,2.0,2.0,612.0,202.0,1961.0,-37.74375,144.87487,59
