suburb_name,suburb_postcode,suburb_region_name,suburb_property_count,suburb_council_area,suburb_description_wordcount,suburb_neighborhoods_overview_wordcount,suburb_transit_wordcount,suburb_rental_dailyprice
Eltham,3095.0,Eastern Metropolitan,6990.0,['Nillumbik'],"[('eltham', 38), ('area', 30), ('private', 28), ('room', 24), ('home', 23), ('yarra', 21), ('enjoy', 19), ('access', 19), ('house', 19), ('large', 19)]","[('eltham', 26), ('yarra', 14), ('valley', 12), ('walk', 12), ('local', 11), ('beautiful', 10), ('area', 9), ('leafy', 8), ('shops', 8), ('away', 8)]","[('eltham', 30), ('walk', 25), ('train', 24), ('station', 23), ('bus', 18), ('minutes', 17), ('car', 12), ('minute', 11), ('transport', 10), ('away', 10)]",109.30434782608695
Epping,3076.0,Northern Metropolitan,10926.0,['Whittlesea'],,,,
Forest Hill,3131.0,Eastern Metropolitan,4385.0,['Whitehorse'],,,,
Frankston,3199.0,South-Eastern Metropolitan,17055.0,['Frankston'],"[('frankston', 78), ('beach', 74), ('peninsula', 69), ('bedroom', 67), ('house', 67), ('bed', 60), ('room', 57), ('kitchen', 56), ('area', 56), ('mornington', 49)]","[('frankston', 55), ('walk', 44), ('beach', 41), ('peninsula', 40), ('shopping', 28), ('mornington', 27), ('walking', 23), (""'s"", 20), ('beautiful', 19), ('restaurants', 19)]","[('bus', 59), ('walk', 58), ('station', 56), ('frankston', 55), ('train', 50), ('car', 24), ('minutes', 22), ('minute', 22), ('melbourne', 21), ('beach', 21)]",154.62686567164178
Frankston North,3200.0,Eastern Victoria,2500.0,['Frankston'],,,,
Frankston South,3199.0,South-Eastern Metropolitan,7566.0,['Frankston'],"[('frankston', 78), ('beach', 74), ('peninsula', 69), ('bedroom', 67), ('house', 67), ('bed', 60), ('room', 57), ('kitchen', 56), ('area', 56), ('mornington', 49)]","[('frankston', 55), ('walk', 44), ('beach', 41), ('peninsula', 40), ('shopping', 28), ('mornington', 27), ('walking', 23), (""'s"", 20), ('beautiful', 19), ('restaurants', 19)]","[('bus', 59), ('walk', 58), ('station', 56), ('frankston', 55), ('train', 50), ('car', 24), ('minutes', 22), ('minute', 22), ('melbourne', 21), ('beach', 21)]",154.62686567164178
Gisborne,3437.0,Northern Victoria,3376.0,['Macedon Ranges'],,,,
Gladstone Park,3043.0,Western Metropolitan,3285.0,['Hume'],"[('airport', 44), ('room', 21), ('melbourne', 19), ('house', 18), ('kitchen', 17), ('shopping', 17), ('bed', 15), ('minutes', 15), ('centre', 14), ('unit', 13)]","[('airport', 15), ('shopping', 10), ('centre', 9), ('minute', 8), ('drive', 8), ('melbourne', 7), ('minutes', 7), ('quiet', 6), ('city', 6), ('friendly', 5)]","[('bus', 16), ('airport', 11), ('tram', 11), ('city', 11), ('melbourne', 9), ('station', 9), ('train', 8), ('drive', 7), ('walk', 7), ('available', 7)]",66.625
Greensborough,3088.0,Northern Metropolitan,8524.0,"['Banyule', 'Nillumbik']",,,,
Hallam,3803.0,South-Eastern Metropolitan,3728.0,['Casey'],,,,
Healesville,3777.0,Northern Victoria,3307.0,['Yarra Ranges'],"[('healesville', 145), ('valley', 106), ('house', 99), ('yarra', 96), ('private', 89), ('room', 65), ('home', 65), ('bedroom', 63), ('kitchen', 62), ('views', 62)]","[('healesville', 152), ('yarra', 88), ('valley', 80), ('sanctuary', 56), ('drive', 56), ('wineries', 48), ('many', 41), ('walk', 39), ('restaurants', 36), ('minutes', 36)]","[('healesville', 66), ('bus', 56), ('car', 49), ('drive', 41), ('transport', 37), ('lilydale', 36), ('walk', 33), ('melbourne', 30), ('town', 28), ('public', 28)]",227.32380952380953
Highett,3190.0,Southern Metropolitan,4794.0,"['Bayside', 'Kingston']","[('bedroom', 23), ('bed', 21), ('highett', 20), ('walk', 18), ('room', 18), ('house', 17), ('beach', 15), ('apartment', 15), ('space', 14), ('shopping', 13)]","[('highett', 14), ('shopping', 12), ('away', 12), ('melbourne', 11), ('min', 10), ('walking', 9), ('distance', 9), ('centre', 9), ('walk', 9), ('cafes', 8)]","[('station', 17), ('train', 17), ('highett', 10), ('minutes', 9), ('bus', 8), ('minute', 8), ('away', 8), ('walk', 7), ('line', 7), ('trains', 6)]",147.35294117647058
Hillside,3037.0,Western Metropolitan,5556.0,"['Melton', 'Brimbank']",,,,
Huntingdale,3166.0,Southern Metropolitan,768.0,['Monash'],"[('room', 55), ('bus', 46), ('train', 41), ('shopping', 37), ('minutes', 36), ('monash', 34), ('oakleigh', 33), ('station', 32), ('kitchen', 30), ('house', 30)]","[('oakleigh', 32), ('shopping', 27), ('centre', 25), ('monash', 21), ('chadstone', 20), ('shops', 19), ('restaurants', 17), ('away', 16), ('cafes', 16), ('short', 15)]","[('bus', 63), ('chadstone', 54), ('minutes', 53), ('train', 43), ('walk', 39), ('station', 38), ('monash', 30), ('dandenong', 27), ('oakleigh', 24), ('clayton', 19)]",89.71794871794872
Keilor Downs,3038.0,Western Metropolitan,3656.0,['Brimbank'],,,,
Keilor Lodge,3038.0,Western Metropolitan,570.0,['Brimbank'],,,,
Keysborough,3173.0,South-Eastern Metropolitan,8459.0,['Greater Dandenong'],"[('bed', 52), ('city', 42), ('room', 35), ('rooms', 31), ('house', 30), ('minutes', 30), ('roads', 29), ('access', 28), ('shopping', 28), ('drive', 28)]","[('golf', 25), ('club', 20), ('quiet', 17), ('shopping', 15), ('court', 14), ('centre', 13), ('victoria', 13), ('nice', 12), ('neighbours', 12), ('park', 11)]","[('bus', 57), ('airport', 42), ('shopping', 41), ('centre', 39), ('train', 34), ('station', 34), ('dandenong', 31), ('nearby', 29), ('minutes', 26), ('parkmore', 22)]",67.0
Kings Park,3021.0,Western Metropolitan,2878.0,['Brimbank'],,,,
Lalor,3075.0,Northern Metropolitan,8279.0,['Whittlesea'],,,,
Lower Plenty,3093.0,Eastern Metropolitan,1624.0,['Banyule'],,,,
Melton,3337.0,Western Victoria,3600.0,['Melton'],,,,
Mernda,3754.0,Northern Metropolitan,5812.0,['Whittlesea'],,,,
Mill Park,3082.0,Northern Metropolitan,10529.0,['Whittlesea'],,,,
Mitcham,3132.0,Eastern Metropolitan,6871.0,['Whitehorse'],"[('station', 16), ('walk', 15), ('train', 15), ('area', 11), ('room', 11), ('car', 11), ('space', 10), ('kitchen', 10), ('place', 10), ('unit', 9)]","[('walking', 10), ('shopping', 8), ('shops', 7), (';', 7), ('mitcham', 6), ('eastland', 6), ('distance', 5), ('hill', 5), ('ringwood', 5), ('community', 5)]","[('train', 12), ('walk', 8), ('station', 7), ('bus', 6), ('minutes', 3), ('stop', 3), ('mins', 3), ('mitcham', 3), ('public', 2), ('transport', 2)]",63.0
Montmorency,3094.0,Eastern Metropolitan,3891.0,['Banyule'],,,,
Mordialloc,3195.0,South-Eastern Metropolitan,3650.0,['Kingston'],"[('beach', 65), ('private', 61), ('bedroom', 52), ('walk', 49), ('bathroom', 45), ('train', 43), ('home', 42), ('area', 42), ('station', 40), ('please', 39)]","[('beach', 43), ('walk', 34), ('parkdale', 28), ('shops', 27), ('melbourne', 25), ('cafes', 23), ('train', 22), (""'s"", 21), ('restaurants', 20), ('mordialloc', 19)]","[('train', 51), ('station', 51), ('walk', 45), ('minutes', 27), ('bus', 26), ('minute', 21), ('mordialloc', 21), ('city', 20), ('shopping', 20), ('melbourne', 20)]",133.94
Mount Waverley,3149.0,Eastern Metropolitan,13366.0,['Monash'],"[('room', 50), ('house', 40), ('shopping', 36), ('bedroom', 35), ('train', 30), ('close', 29), ('bathroom', 28), ('waverley', 27), ('home', 27), ('bed', 27)]","[('close', 16), ('shopping', 15), ('centre', 12), ('chadstone', 10), ('mins', 10), ('waverley', 9), ('quiet', 8), ('street', 7), ('bus', 7), ('shops', 7)]","[('bus', 50), ('station', 48), ('train', 41), ('walk', 32), ('drive', 25), ('mins', 24), ('centre', 21), ('minutes', 21), ('shopping', 21), ('goes', 16)]",94.79411764705883
Narre Warren,3805.0,South-Eastern Metropolitan,9376.0,['Casey'],"[('room', 37), ('house', 17), ('home', 17), ('bathroom', 15), ('living', 15), ('access', 14), ('large', 14), ('shopping', 12), ('mins', 11), ('pool', 11)]","[('minutes', 11), ('away', 10), ('quiet', 9), ('drive', 9), ('melbourne', 8), ('walk', 8), ('park', 7), ('shopping', 7), ('many', 6), ('easy', 6)]","[('bus', 11), ('away', 11), ('station', 11), ('drive', 10), ('minutes', 8), ('walk', 8), ('train', 8), ('narre', 7), ('warren', 7), ('shopping', 6)]",131.73333333333332
Nunawading,3131.0,Eastern Metropolitan,4973.0,['Whitehorse'],,,,
Oakleigh East,3166.0,Southern Metropolitan,2547.0,['Monash'],"[('room', 55), ('bus', 46), ('train', 41), ('shopping', 37), ('minutes', 36), ('monash', 34), ('oakleigh', 33), ('station', 32), ('kitchen', 30), ('house', 30)]","[('oakleigh', 32), ('shopping', 27), ('centre', 25), ('monash', 21), ('chadstone', 20), ('shops', 19), ('restaurants', 17), ('away', 16), ('cafes', 16), ('short', 15)]","[('bus', 63), ('chadstone', 54), ('minutes', 53), ('train', 43), ('walk', 39), ('station', 38), ('monash', 30), ('dandenong', 27), ('oakleigh', 24), ('clayton', 19)]",89.71794871794872
Parkdale,3195.0,South-Eastern Metropolitan,5087.0,['Kingston'],"[('beach', 65), ('private', 61), ('bedroom', 52), ('walk', 49), ('bathroom', 45), ('train', 43), ('home', 42), ('area', 42), ('station', 40), ('please', 39)]","[('beach', 43), ('walk', 34), ('parkdale', 28), ('shops', 27), ('melbourne', 25), ('cafes', 23), ('train', 22), (""'s"", 21), ('restaurants', 20), ('mordialloc', 19)]","[('train', 51), ('station', 51), ('walk', 45), ('minutes', 27), ('bus', 26), ('minute', 21), ('mordialloc', 21), ('city', 20), ('shopping', 20), ('melbourne', 20)]",133.94
Point Cook,3030.0,Western Metropolitan,15542.0,['Wyndham'],"[('room', 221), ('house', 164), ('mins', 119), ('melbourne', 113), ('home', 101), ('bedroom', 98), ('drive', 95), ('kitchen', 91), ('werribee', 90), ('living', 89)]","[('werribee', 104), ('point', 71), ('cook', 68), ('drive', 64), ('shopping', 58), ('park', 47), ('lakes', 36), ('sanctuary', 35), ('center', 34), ('great', 29)]","[('mins', 114), ('bus', 85), ('minutes', 82), ('station', 80), ('melbourne', 72), ('werribee', 71), ('min', 65), ('park', 64), ('train', 62), ('walk', 60)]",111.29032258064517
Ringwood East,3135.0,Eastern Metropolitan,4407.0,['Maroondah'],,,,
Rockbank,3335.0,Western Metropolitan,538.0,['Melton'],,,,
Rowville,3178.0,South-Eastern Metropolitan,11667.0,['Knox'],"[('house', 24), ('room', 20), ('shopping', 15), ('available', 13), ('melbourne', 12), ('kitchen', 12), ('minutes', 11), ('bedroom', 10), ('family', 10), ('welcome', 10)]","[('minutes', 10), ('melbourne', 9), ('walking', 8), ('dandenong', 7), ('park', 7), ('golf', 7), ('shopping', 6), ('house', 5), ('away', 5), ('course', 5)]","[('bus', 15), ('minutes', 10), ('transport', 8), ('shopping', 8), ('train', 8), ('centre', 7), ('city', 6), ('take', 6), ('public', 5), (""'s"", 5)]",72.88235294117646
Sandringham,3191.0,Southern Metropolitan,4497.0,['Bayside'],"[('free', 46), ('sandringham', 41), ('beach', 37), ('•', 34), ('guests', 33), ('home', 30), ('apartment', 30), ('melbourne', 26), ('living', 25), ('area', 25)]","[('sandringham', 56), ('golf', 26), ('melbourne', 26), ('beach', 25), ('club', 25), (""'s"", 17), ('restaurants', 16), ('away', 16), ('train', 16), ('village', 16)]","[('station', 46), ('train', 45), ('sandringham', 42), ('melbourne', 32), ('minutes', 30), ('bus', 28), ('walk', 26), ('city', 24), (""'s"", 18), ('shopping', 18)]",187.70967741935485
Seaford,3198.0,South-Eastern Metropolitan,8077.0,['Frankston'],"[('beach', 64), ('walk', 32), ('room', 32), ('seaford', 30), ('bed', 30), ('bedroom', 27), ('walking', 24), ('home', 24), ('area', 23), ('access', 20)]","[('beach', 30), ('seaford', 20), ('shopping', 16), ('peninsula', 14), ('quiet', 14), ('walking', 13), ('walk', 13), ('frankston', 13), ('close', 12), ('mornington', 12)]","[('train', 32), ('station', 30), ('walk', 22), ('bus', 17), ('min', 17), ('frankston', 15), ('seaford', 15), ('minutes', 12), ('city', 11), ('walking', 10)]",106.13333333333334
Skye,3977.0,South-Eastern Metropolitan,2756.0,['Frankston'],"[('room', 33), ('home', 27), ('house', 26), ('area', 25), ('guests', 21), ('minutes', 20), ('large', 19), ('walk', 17), ('min', 17), ('train', 16)]","[('walking', 7), ('area', 7), ('melbourne', 6), ('shopping', 6), ('peaceful', 6), ('neighbourhood', 5), ('plenty', 5), ('minutes', 5), ('walk', 4), ('golf', 4)]","[('train', 19), ('km', 17), ('walk', 15), ('min', 15), ('melbourne', 13), ('station', 13), ('shopping', 12), ('bus', 11), ('public', 10), ('drive', 8)]",77.58333333333333
South Morang,3752.0,Northern Metropolitan,7969.0,['Whittlesea'],,,,
Springvale,3171.0,South-Eastern Metropolitan,7412.0,['Greater Dandenong'],,,,
St Albans,3021.0,Western Metropolitan,14042.0,['Brimbank'],,,,
Sunbury,3429.0,Western Metropolitan,14092.0,['Hume'],,,,
Tarneit,3029.0,Western Metropolitan,10160.0,['Wyndham'],"[('house', 102), ('room', 72), ('home', 50), ('guests', 48), ('melbourne', 44), ('kitchen', 42), ('drive', 42), ('train', 41), ('area', 40), ('mins', 40)]","[('werribee', 20), ('melbourne', 19), ('shopping', 17), ('great', 17), ('minutes', 17), ('away', 16), ('neighbourhood', 15), ('friendly', 15), ('close', 14), ('quiet', 13)]","[('drive', 104), ('minutes', 99), ('station', 70), ('bus', 49), ('train', 48), ('melbourne', 42), ('airport', 38), ('werribee', 35), ('tarneit', 34), ('walk', 23)]",80.38
Taylors Hill,3037.0,Western Metropolitan,4242.0,['Melton'],,,,
Taylors Lakes,3038.0,Western Metropolitan,5336.0,['Brimbank'],,,,
The Basin,3154.0,Eastern Metropolitan,1690.0,['Knox'],,,,
Thomastown,3074.0,Northern Metropolitan,7955.0,['Whittlesea'],,,,
Truganina,3029.0,Western Metropolitan,5811.0,['Wyndham'],"[('house', 102), ('room', 72), ('home', 50), ('guests', 48), ('melbourne', 44), ('kitchen', 42), ('drive', 42), ('train', 41), ('area', 40), ('mins', 40)]","[('werribee', 20), ('melbourne', 19), ('shopping', 17), ('great', 17), ('minutes', 17), ('away', 16), ('neighbourhood', 15), ('friendly', 15), ('close', 14), ('quiet', 13)]","[('drive', 104), ('minutes', 99), ('station', 70), ('bus', 49), ('train', 48), ('melbourne', 42), ('airport', 38), ('werribee', 35), ('tarneit', 34), ('walk', 23)]",80.38
Tullamarine,3043.0,Western Metropolitan,3296.0,['Hume'],"[('airport', 44), ('room', 21), ('melbourne', 19), ('house', 18), ('kitchen', 17), ('shopping', 17), ('bed', 15), ('minutes', 15), ('centre', 14), ('unit', 13)]","[('airport', 15), ('shopping', 10), ('centre', 9), ('minute', 8), ('drive', 8), ('melbourne', 7), ('minutes', 7), ('quiet', 6), ('city', 6), ('friendly', 5)]","[('bus', 16), ('airport', 11), ('tram', 11), ('city', 11), ('melbourne', 9), ('station', 9), ('train', 8), ('drive', 7), ('walk', 7), ('available', 7)]",66.625
Vermont,3133.0,Eastern Metropolitan,4181.0,['Whitehorse'],"[('home', 26), ('room', 24), ('access', 22), ('bedroom', 17), ('kitchen', 16), ('bathroom', 15), ('shopping', 15), ('area', 14), ('house', 13), ('bus', 13)]","[('shopping', 8), ('minutes', 6), (""'s"", 6), ('away', 5), ('quiet', 5), ('ride', 5), ('within', 5), ('drive', 5), ('easy', 4), ('vermont', 4)]","[('station', 16), ('bus', 14), ('minutes', 9), ('tram', 9), ('train', 7), ('take', 7), ('within', 7), ('mins', 7), ('shopping', 6), ('public', 6)]",68.17647058823529
Wantirna,3152.0,Eastern Metropolitan,5424.0,['Knox'],"[('room', 42), ('please', 23), ('shopping', 23), ('house', 21), ('bus', 16), ('use', 14), ('center', 13), ('close', 12), ('``', 12), ('walk', 11)]","[('wantirna', 13), ('school', 10), ('college', 10), ('mins', 9), ('drive', 8), ('located', 8), ('shopping', 7), ('comfortable', 7), ('convenient', 7), ('safe', 7)]","[('house', 17), ('bus', 16), ('public', 15), ('station', 13), ('transport', 9), ('mins', 7), ('train', 7), ('cbd', 7), ('transportation', 7), ('km', 6)]",95.23809523809524
Wantirna South,3152.0,Eastern Metropolitan,7082.0,['Knox'],"[('room', 42), ('please', 23), ('shopping', 23), ('house', 21), ('bus', 16), ('use', 14), ('center', 13), ('close', 12), ('``', 12), ('walk', 11)]","[('wantirna', 13), ('school', 10), ('college', 10), ('mins', 9), ('drive', 8), ('located', 8), ('shopping', 7), ('comfortable', 7), ('convenient', 7), ('safe', 7)]","[('house', 17), ('bus', 16), ('public', 15), ('station', 13), ('transport', 9), ('mins', 7), ('train', 7), ('cbd', 7), ('transportation', 7), ('km', 6)]",95.23809523809524
Werribee,3030.0,Western Metropolitan,16166.0,['Wyndham'],"[('room', 221), ('house', 164), ('mins', 119), ('melbourne', 113), ('home', 101), ('bedroom', 98), ('drive', 95), ('kitchen', 91), ('werribee', 90), ('living', 89)]","[('werribee', 104), ('point', 71), ('cook', 68), ('drive', 64), ('shopping', 58), ('park', 47), ('lakes', 36), ('sanctuary', 35), ('center', 34), ('great', 29)]","[('mins', 114), ('bus', 85), ('minutes', 82), ('station', 80), ('melbourne', 72), ('werribee', 71), ('min', 65), ('park', 64), ('train', 62), ('walk', 60)]",111.29032258064517
Westmeadows,3049.0,Northern Metropolitan,2474.0,['Hume'],,,,
Williams Landing,3027.0,Western Metropolitan,1999.0,['Wyndham'],"[('room', 44), ('house', 27), ('train', 23), ('new', 21), ('station', 20), ('mins', 20), ('living', 20), ('melbourne', 19), (';', 16), ('area', 16)]","[('mins', 11), ('station', 8), ('min', 6), ('supermarket', 5), ('williams', 5), ('walking', 5), ('distance', 5), ('shopping', 5), ('close', 4), ('drive', 4)]","[('train', 29), ('station', 25), ('mins', 25), ('drive', 21), ('airport', 15), ('min', 15), ('melbourne', 13), ('walk', 13), ('bus', 12), ('minutes', 11)]",196.27777777777777
Wollert,3750.0,Northern Metropolitan,2940.0,['Whittlesea'],,,,
Wyndham Vale,3024.0,Western Metropolitan,5262.0,['Wyndham'],,,,
Black Rock,3193.0,Southern Metropolitan,2866.0,['Bayside'],"[('beach', 40), ('house', 34), ('walk', 29), ('bedroom', 25), ('area', 24), ('melbourne', 22), ('private', 21), ('home', 20), ('black', 20), ('rock', 20)]","[('beach', 23), ('black', 17), ('rock', 16), ('golf', 15), ('melbourne', 15), ('beaumaris', 12), ('bay', 11), ('walk', 11), ('courses', 10), ('shops', 10)]","[('station', 19), ('bus', 19), ('train', 18), ('city', 14), ('sandringham', 14), ('minute', 10), ('walk', 8), ('shopping', 8), ('stop', 7), ('car', 7)]",184.1304347826087
Blackburn,3130.0,Eastern Metropolitan,5713.0,['Whitehorse'],"[('train', 38), ('blackburn', 35), ('station', 30), ('house', 29), ('room', 22), ('bus', 21), ('box', 20), ('melbourne', 19), ('walk', 19), ('hill', 19)]","[('blackburn', 29), ('hill', 13), ('lake', 12), ('suburb', 12), ('box', 10), ('parks', 8), ('shopping', 7), ('sanctuary', 6), ('house', 6), ('transport', 5)]","[('station', 26), ('train', 22), ('bus', 21), ('minutes', 19), ('walk', 14), ('mins', 11), ('blackburn', 11), ('drive', 11), ('box', 10), ('hill', 10)]",100.96153846153847
Blackburn North,3130.0,Eastern Metropolitan,2867.0,['Whitehorse'],"[('train', 38), ('blackburn', 35), ('station', 30), ('house', 29), ('room', 22), ('bus', 21), ('box', 20), ('melbourne', 19), ('walk', 19), ('hill', 19)]","[('blackburn', 29), ('hill', 13), ('lake', 12), ('suburb', 12), ('box', 10), ('parks', 8), ('shopping', 7), ('sanctuary', 6), ('house', 6), ('transport', 5)]","[('station', 26), ('train', 22), ('bus', 21), ('minutes', 19), ('walk', 14), ('mins', 11), ('blackburn', 11), ('drive', 11), ('box', 10), ('hill', 10)]",100.96153846153847
Bonbeach,3196.0,South-Eastern Metropolitan,2887.0,['Kingston'],"[('beach', 44), ('bedroom', 26), ('walk', 26), ('bed', 24), ('house', 22), ('room', 19), ('private', 18), ('train', 18), ('area', 16), ('quiet', 15)]","[('beach', 17), ('``', 12), ('restaurants', 10), ('cafes', 9), ('quiet', 8), ('street', 8), ('close', 8), ('area', 7), ('drive', 6), ('beautiful', 6)]","[('train', 22), ('walk', 21), ('minutes', 15), ('station', 14), ('city', 12), ('melbourne', 9), ('min', 8), ('bus', 8), ('away', 6), ('close', 6)]",119.0
Carrum,3197.0,South-Eastern Metropolitan,1989.0,['Kingston'],,,,
Chelsea,3196.0,South-Eastern Metropolitan,3906.0,['Kingston'],"[('beach', 44), ('bedroom', 26), ('walk', 26), ('bed', 24), ('house', 22), ('room', 19), ('private', 18), ('train', 18), ('area', 16), ('quiet', 15)]","[('beach', 17), ('``', 12), ('restaurants', 10), ('cafes', 9), ('quiet', 8), ('street', 8), ('close', 8), ('area', 7), ('drive', 6), ('beautiful', 6)]","[('train', 22), ('walk', 21), ('minutes', 15), ('station', 14), ('city', 12), ('melbourne', 9), ('min', 8), ('bus', 8), ('away', 6), ('close', 6)]",119.0
Clayton,3168.0,South-Eastern Metropolitan,5837.0,['Monash'],"[('monash', 110), ('walk', 93), ('minutes', 82), ('room', 76), ('clayton', 73), ('bus', 57), ('station', 50), ('centre', 49), ('university', 47), ('bedroom', 41)]","[('clayton', 25), ('house', 23), ('time', 21), ('quiet', 19), ('monash', 17), ('shopping', 15), ('bus', 14), ('living', 14), ('people', 14), ('km', 13)]","[('walk', 77), ('minutes', 76), ('bus', 64), ('station', 56), ('train', 52), ('monash', 52), ('clayton', 51), ('need', 30), ('transport', 24), ('university', 23)]",60.56
Doveton,3177.0,South-Eastern Metropolitan,3533.0,['Casey'],,,,
Ferntree Gully,3156.0,Eastern Metropolitan,10788.0,['Knox'],"[('dandenong', 23), ('house', 19), ('drive', 17), ('ranges', 14), ('close', 11), ('bedroom', 11), ('station', 11), ('cafes', 11), ('walk', 11), ('minutes', 11)]","[('shops', 11), ('dandenong', 9), (""'s"", 9), ('mount', 6), ('walk', 6), ('cafes', 6), ('local', 6), ('ferntree', 5), ('gully', 5), ('minutes', 5)]","[('gully', 17), ('train', 17), ('ferntree', 16), ('station', 16), ('minutes', 13), ('bus', 12), ('also', 12), ('take', 10), ('gardens', 10), ('drive', 8)]",103.85714285714286
Glen Waverley,3150.0,Eastern Metropolitan,15321.0,['Monash'],"[('glen', 178), ('waverley', 139), ('shopping', 135), ('centre', 108), ('room', 100), ('walk', 79), ('station', 72), ('train', 66), ('house', 64), ('monash', 61)]","[('glen', 69), ('waverley', 62), ('shopping', 48), ('centre', 37), ('restaurants', 25), ('close', 25), ('quiet', 22), ('train', 16), ('walk', 16), ('monash', 15)]","[('glen', 75), ('train', 70), ('station', 69), ('waverley', 68), ('bus', 62), ('walk', 56), ('shopping', 47), ('minutes', 39), ('centre', 33), ('public', 33)]",109.74226804123711
Greenvale,3059.0,Northern Metropolitan,4864.0,['Hume'],,,,
Heathmont,3135.0,Eastern Metropolitan,3794.0,['Maroondah'],,,,
Hoppers Crossing,3029.0,Western Metropolitan,13830.0,['Wyndham'],"[('house', 102), ('room', 72), ('home', 50), ('guests', 48), ('melbourne', 44), ('kitchen', 42), ('drive', 42), ('train', 41), ('area', 40), ('mins', 40)]","[('werribee', 20), ('melbourne', 19), ('shopping', 17), ('great', 17), ('minutes', 17), ('away', 16), ('neighbourhood', 15), ('friendly', 15), ('close', 14), ('quiet', 13)]","[('drive', 104), ('minutes', 99), ('station', 70), ('bus', 49), ('train', 48), ('melbourne', 42), ('airport', 38), ('werribee', 35), ('tarneit', 34), ('walk', 23)]",80.38
McKinnon,3204.0,Southern Metropolitan,2397.0,['Glen Eira'],"[('station', 43), ('home', 39), ('train', 39), ('bedroom', 38), ('room', 36), ('available', 35), ('living', 32), ('walk', 32), ('kitchen', 31), ('area', 27)]","[('cafes', 20), ('shopping', 19), ('restaurants', 19), ('centre', 18), ('drive', 17), ('beach', 16), ('melbourne', 16), ('close', 15), ('road', 15), ('minutes', 14)]","[('station', 35), ('train', 34), ('bus', 21), ('city', 18), ('walk', 15), ('parking', 15), ('street', 12), ('shopping', 12), ('transport', 12), ('away', 12)]",151.0487804878049
Melton South,3338.0,Western Victoria,4718.0,['Melton'],,,,
Melton West,3337.0,Northern Victoria,6065.0,['Melton'],,,,
Mentone,3194.0,South-Eastern Metropolitan,6162.0,['Kingston'],,,,
Mooroolbark,3138.0,Eastern Victoria,8280.0,['Yarra Ranges'],,,,
Mulgrave,3170.0,South-Eastern Metropolitan,7113.0,['Monash'],,,,
Ringwood,3134.0,Eastern Metropolitan,7785.0,['Maroondah'],"[('ringwood', 39), ('station', 35), ('room', 32), ('melbourne', 28), ('shopping', 28), ('area', 26), ('walk', 26), ('house', 25), ('train', 24), ('eastland', 23)]","[('ringwood', 37), ('shopping', 21), ('eastland', 19), ('walk', 17), ('centre', 15), ('station', 14), ('valley', 13), ('close', 13), ('minutes', 13), ('yarra', 13)]","[('station', 41), ('bus', 32), ('ringwood', 32), ('train', 29), ('minutes', 28), ('walk', 18), ('city', 17), ('street', 14), ('shopping', 13), ('min', 11)]",119.93103448275862
Roxburgh Park,3064.0,Northern Metropolitan,5833.0,['Hume'],"[('close', 58), ('house', 37), ('craigieburn', 37), ('room', 36), ('central', 27), ('melbourne', 25), ('home', 23), ('two', 23), ('shopping', 23), ('free', 23)]","[('quiet', 12), ('shopping', 10), ('km', 10), ('friendly', 9), ('located', 8), ('craigieburn', 8), ('central', 8), ('safe', 8), ('park', 8), ('away', 7)]","[('bus', 27), ('min', 26), ('craigieburn', 25), ('station', 23), ('driving', 21), ('shopping', 20), ('train', 20), ('stop', 17), ('city', 14), ('airport', 14)]",74.78571428571429
Seabrook,3028.0,Western Metropolitan,1793.0,['Hobsons Bay'],"[('house', 13), ('bedroom', 13), ('bed', 13), ('train', 13), ('kitchen', 11), ('walk', 11), ('living', 10), ('bathroom', 10), ('room', 10), ('area', 10)]","[('melbourne', 10), (""'s"", 7), ('beach', 7), ('drive', 6), ('western', 4), ('west', 4), ('along', 4), ('museum', 4), ('werribee', 4), ('altona', 3)]","[('train', 8), ('walk', 6), ('station', 6), ('minute', 5), ('bus', 5), ('drive', 4), ('mins', 3), ('laverton', 3), ('aircraft', 3), ('stop', 2)]",90.75
Templestowe,3106.0,Eastern Metropolitan,6202.0,['Manningham'],,,,
Vermont South,3133.0,Eastern Metropolitan,4280.0,['Whitehorse'],"[('home', 26), ('room', 24), ('access', 22), ('bedroom', 17), ('kitchen', 16), ('bathroom', 15), ('shopping', 15), ('area', 14), ('house', 13), ('bus', 13)]","[('shopping', 8), ('minutes', 6), (""'s"", 6), ('away', 5), ('quiet', 5), ('ride', 5), ('within', 5), ('drive', 5), ('easy', 4), ('vermont', 4)]","[('station', 16), ('bus', 14), ('minutes', 9), ('tram', 9), ('train', 7), ('take', 7), ('within', 7), ('mins', 7), ('shopping', 6), ('public', 6)]",68.17647058823529
Warrandyte,3113.0,Eastern Metropolitan,2003.0,['Manningham'],"[('warrandyte', 32), ('yarra', 31), ('house', 28), ('river', 22), ('bed', 21), ('bedroom', 19), ('room', 18), ('large', 18), ('melbourne', 16), ('private', 16)]","[('warrandyte', 30), ('river', 17), ('yarra', 16), ('restaurants', 14), ('cafes', 13), ('close', 10), ('melbourne', 9), ('valley', 9), ('village', 8), ('great', 8)]","[('bus', 24), ('city', 12), ('car', 11), ('walk', 11), ('warrandyte', 8), ('stop', 8), ('train', 7), ('station', 7), ('minute', 7), ('transport', 7)]",351.09090909090907
Watsonia North,3087.0,Northern Metropolitan,1442.0,['Banyule'],,,,
